0,122
0,138
0,132
0,99
0,96
0,167
0,231
0,158
0,139
0,207
0,176
0,211
0,168
0,104
0,75
0,166
0,148
0,110
0,197
0,202
0,248
0,201
0,185
0,167
0,173
0,209
0,210
0,250
0,271
0,187
0,144
0,182
0,230
0,125
0,108
0,73
0,140
0,164
0,136
0,201
0,299
0,204
0,133
0,177
0,210
0,131
0,42
0,9
0,-7
0,34
0,45
0,-1046
1,-2099
3,8623
6,19972
9,37859
12,75891
15,134039
18,221709
21,347609
24,507950
27,731907
30,1009570
33,1309877
36,1620885
38,1936673
41,2251570
41,2486691
41,2533923
41,2519647
41,2508333
41,2499592
41,2492477
41,2486361
41,2481038
41,2476424
41,2472120
41,2468218
41,2464681
41,2461447
41,2458421
41,2455596
41,2452964
