0,10
0,71
0,147
0,64
0,111
0,101
0,116
0,157
0,187
0,140
0,116
0,138
0,139
0,241
0,274
0,269
0,244
0,293
0,313
0,312
0,400
0,460
0,383
0,338
0,434
0,460
0,407
0,395
0,475
0,529
0,502
0,523
0,562
0,707
0,1163
0,1358
0,1337
0,1286
0,1296
0,1366
0,1388
0,1399
0,1390
0,1420
0,1455
0,1439
0,1442
0,1401
0,1422
0,1486
0,1510
0,1479
0,1459
1,5479
3,52957
6,209569
9,460055
12,737323
15,1016130
18,1292489
21,1570222
24,1849177
27,2128449
30,2411849
32,2697559
37,2984866
40,3269895
41,3519568
41,3611109
41,3592966
41,3571847
41,3555028
41,3540833
41,3528355
41,3517236
41,3507108
41,3497717
41,3488988
41,3480817
41,3473126
41,3465869
41,3458838
41,3452064
41,3445672
41,3439496
41,3433470
41,3427597
41,3421937
41,3416333
41,3410835
41,3405442
41,3400100
41,3394789
41,3389524
41,3384253
41,3378964
41,3373492
41,3367886
41,3362208
41,3356378
41,3350377
41,3344148
41,3337594
41,3330622
41,3322946
41,3314361
