0,379
0,542
0,634
0,684
0,804
0,909
0,1020
0,1104
0,1191
0,1321
0,1425
0,1533
0,1610
0,1649
0,1722
0,1808
0,1942
0,2038
0,2060
0,2183
0,2383
0,2451
0,2435
0,2442
0,2580
0,2737
0,2825
0,2913
0,3040
0,3209
0,3254
0,3218
0,3266
0,3422
0,3539
0,3680
0,3798
0,3857
0,3942
0,4108
0,4743
1,9664
2,27285
5,81528
9,159380
11,273064
15,463042
17,750664
20,1071895
23,1393017
26,1707684
29,2018497
31,2325198
34,2628469
37,2929794
40,3229651
41,3481766
41,3555757
41,3535107
41,3516156
41,3501504
41,3489442
41,3479268
41,3470310
41,3462397
41,3455285
41,3448791
41,3442780
41,3437299
41,3432165
41,3427392
41,3422896
41,3418678
41,3414672
41,3410802
41,3407067
41,3403577
41,3400275
41,3397098
41,3394021
41,3391097
41,3388259
41,3385604
41,3383005
