3,21052
-10,-60
-24,-21575
-10,-31355
5,-16281
19,5861
17,23076
3,17894
-12,-3775
-23,-24827
-8,-32051
6,-15052
21,7006
16,22739
1,14719
-13,-7385
-21,-27920
-6,-32370
8,-13829
23,8161
14,22188
0,11489
-15,-10815
-19,-30688
-5,-32224
10,-12403
24,9394
12,21281
-2,8141
-17,-14236
-18,-33155
-3,-31654
11,-10892
26,10431
11,20138
-4,4862
-18,-17628
-16,-35356
-2,-30873
13,-9366
24,11515
9,18696
-5,1575
-20,-20769
-15,-37097
0,-29749
14,-7806
22,12619
8,16991
-6,-1742
-21,-23885
-13,-38442
1,-28420
16,-6219
21,13430
6,14878
-8,-4988
-23,-26829
-11,-39500
3,-26990
18,-4616
19,14190
4,12695
-10,-8229
-25,-29728
-10,-40023
5,-25265
19,-2948
17,14640
3,10196
-12,-11371
-23,-32636
-8,-40397
6,-23620
21,-1338
16,14860
1,7470
-13,-14556
-21,-35215
-7,-40122
8,-21826
22,235
14,14766
0,4657
-14,-17575
-20,-37553
-5,-39677
9,-19989
24,1896
13,14388
-1,1805
-16,-20567
-18,-39661
-4,-38812
11,-18138
25,3452
11,13727
-3,-1069
-18,-23559
-17,-41536
-2,-37685
12,-16268
24,4935
10,12712
-5,-4133
-19,-26486
-15,-43140
0,-36371
14,-14435
22,6246
8,11282
-6,-7109
-21,-29340
-13,-44336
1,-34865
16,-12571
21,7453
6,9567
-8,-10111
-23,-32124
-12,-45173
3,-33054
17,-10641
19,8359
5,7542
-10,-13164
-24,-34846
-10,-45643
4,-31317
19,-8787
18,9236
3,5351
-11,-16099
-23,-37364
-9,-45735
6,-29358
20,-7010
16,9641
2,2916
-12,-19021
-22,-39845
-7,-45589
7,-27432
22,-5121
15,9861
1,295
-14,-21922
-20,-42120
-6,-44926
9,-25397
23,-3324
13,9723
-1,-2375
-16,-24803
-18,-44218
-4,-43995
11,-23383
25,-1625
11,9261
-3,-5207
-18,-27718
-17,-45942
-2,-42791
12,-21430
24,-80
10,8418
-5,-7961
-19,-30435
-15,-47387
-1,-41267
14,-19363
23,1578
8,7244
-6,-10981
-21,-33289
-14,-48652
1,-39693
15,-17337
21,2939
7,5803
-8,-13667
-22,-35796
-12,-49363
2,-37793
17,-15295
20,4078
5,3949
-9,-16626
-24,-38510
-11,-49884
4,-35983
18,-13408
18,4974
4,1938
-11,-19424
-24,-40963
-9,-49909
5,-33905
20,-11387
17,5649
2,-372
-12,-22299
-22,-43333
-7,-49653
7,-31856
22,-9427
15,6048
1,-2801
-14,-25096
-20,-45514
-6,-48944
9,-29724
23,-7465
13,6153
-1,-5391
-16,-27841
-19,-47471
-4,-48011
10,-27645
25,-5698
12,5724
-3,-8130
-17,-30568
-17,-49215
-3,-46781
12,-25532
25,-3908
10,5207
-4,-10837
-19,-33381
-16,-50774
-1,-45316
13,-23419
24,-2387
9,4028
-5,-14036
-20,-37286
-14,-53299
0,-44794
15,-22476
22,-1990
7,1728
-7,-17351
-22,-39221
-13,-53043
2,-41954
16,-19111
20,567
6,1197
-9,-19206
-23,-41222
-11,-53125
4,-39641
18,-17062
18,1567
4,-869
-11,-22082
-24,-43671
-9,-53211
5,-37602
20,-14982
17,2413
2,-3006
-12,-24806
-22,-46001
-8,-52942
7,-35458
21,-12948
15,3024
1,-5302
-14,-27661
-21,-48272
-6,-52322
8,-33262
23,-10950
14,3121
-1,-7793
-15,-30330
-19,-50255
-5,-51414
10,-31179
24,-9031
12,3007
-2,-10366
-17,-32985
-18,-51951
-3,-50056
11,-28894
27,-7169
13,2445
-2,-13005
-16,-35493
-14,-53178
0,-48354
15,-26492
26,-5252
11,1834
-3,-15578
-18,-37997
-12,-54232
2,-46528
17,-24224
24,-3579
9,563
-5,-18320
-20,-40664
-11,-55204
4,-44700
18,-22157
22,-2249
8,-970
-7,-21128
-21,-43204
-9,-55623
5,-42689
20,-19978
21,-980
6,-2774
-8,-23976
-23,-45757
-8,-55797
7,-40525
21,-17839
19,-42
5,-4789
-10,-26617
-21,-47981
-6,-55504
8,-38369
23,-15749
18,590
4,-7090
-11,-29304
-19,-50219
-5,-54950
10,-36151
24,-13731
16,857
2,-9537
-13,-31962
-18,-52105
-3,-54023
11,-33956
26,-11741
15,782
0,-12123
-14,-34728
-16,-53986
-1,-52786
13,-31814
28,-9855
13,377
-2,-14756
-16,-37391
-14,-55507
0,-51239
15,-29457
26,-7997
11,-326
-3,-17378
-18,-39984
-13,-56621
2,-49487
16,-27228
24,-6343
10,-1476
-5,-20175
-19,-42520
-11,-57441
3,-47581
18,-24999
